trade_id,symbol,signal_type,direction,entry_price,exit_price,quantity,pnl,pnl_pct,fees,exit_reason,entry_seq,exit_seq,strategy,regime,bars_held,atr_at_entry,stop_loss,take_profit,equity_after,entry_to_stop_dist_pct,entry_to_tp_dist_pct,realized_stop_pct,realized_tp_pct
bt_pos_11,BTCUSDT,long,LONG,123381.80000000002,122780.20000000001,0.004219852291200126,-89.26871675539327,-0.8572851241740543,0.4155069118825623,stop_loss,175,179,volatility_breakout,MIXED,4,401.06666666666666,122780.20000000001,124384.46666666669,10323.686581098236,0.4875921732378728,0.8126536220631173,0.4875921732378728,0
bt_pos_12,BTCUSDT,long,LONG,123228.80000000002,123000.0,0.004188828659005945,-33.95670400296723,-0.3289236195486148,0.41256410164505725,time_exit,185,193,volatility_breakout,MIXED,8,277.1399999999994,122813.09000000003,123921.65000000002,10289.626640229459,0.3373480874600676,0.5622468124334618,0.18567088213146393,0
bt_pos_13,BTCUSDT,long,LONG,122284.30000000002,121975.77000000002,0.004207255812982312,-45.84332809903475,-0.4455340134273113,0.4110658397547866,stop_loss,198,201,volatility_breakout,MIXED,3,205.68666666666493,121975.77000000002,122798.51666666668,10243.680415864023,0.2523054881125368,0.42050914685422397,0.2523054881125368,0
bt_pos_14,BTCUSDT,long,LONG,121988.4,122052.6,0.004198628892527496,9.024464084086475,0.08809874930941583,0.4098550374245211,time_exit,207,215,momentum,MIXED,8,300.9866666666659,121536.92,122740.86666666665,10252.602443143951,0.37010076367916617,0.6168346061319436,0,0.05262795478915343
bt_pos_15,BTCUSDT,long,LONG,121915.20000000001,121575.12000000001,0.004204808934055782,-50.458531889436266,-0.4921583252605653,0.4095321091568406,stop_loss,220,225,volatility_breakout,MIXED,5,226.72000000000116,121575.12000000001,122482.00000000001,10202.041385230083,0.27894799007835097,0.46491331679725156,0.27894799007835097,0
bt_pos_16,BTCUSDT,long,LONG,121619.6,122337.90000000001,0.004194242287110828,105.03606147400708,1.0295695525916226,0.40928674510313595,take_profit,230,237,momentum,MIXED,7,287.3200000000002,121188.62000000001,122337.90000000001,10306.975426290237,0.35436722370407064,0.5906120395067924,0,0.5906120395067924
bt_pos_17,BTCUSDT,long,LONG,120915.6,120897.6,0.004262053625127873,-3.097342114096069,-0.0300512319057869,0.4122483302655086,time_exit,263,271,momentum,MIXED,8,592.0000000000019,120027.6,122395.6,10303.775014421879,0.7343965542907614,1.2239942571512692,0.014886416641028948,0
bt_pos_18,BTCUSDT,long,LONG,121268.70000000001,121455.1,0.004248324181929004,27.303599207276083,0.26498901817811576,0.41246775562787974,time_exit,277,285,volatility_breakout,MIXED,8,305.600000000001,120810.30000000002,122032.70000000001,10330.97557587901,0.3780035573894947,0.6300059289824992,0,0.15370825283028033
bt_pos_19,BTCUSDT,long,LONG,121579.30000000002,121575.3,0.004248657286182356,-1.0080442452511962,-0.009757590833416367,0.4132322251835025,time_exit,287,295,volatility_breakout,MIXED,8,198.5333333333343,121281.50000000001,122075.63333333336,10329.864221878,0.24494301250295314,0.4082383541715925,0.003290033747533134,0
bt_pos_20,BTCUSDT,long,LONG,121575.30000000002,121284.64000000001,0.004248340008981265,-43.63148838524015,-0.4223862363270713,0.4127006398723159,stop_loss,295,296,volatility_breakout,MIXED,1,193.77333333333274,121284.64000000001,122059.73333333335,10286.12943485054,0.239078168016039,0.39846361336006103,0.239078168016039,0
bt_pos_21,BTCUSDT,long,LONG,121292.30000000002,120979.22000000002,0.004240223589976668,-46.87443621995999,-0.45570984952019306,0.4109141657134017,stop_loss,297,299,volatility_breakout,MIXED,2,208.7200000000002,120979.22000000002,121814.10000000002,10239.152137336232,0.25812025990108334,0.43020043316847223,0.25812025990108334,0
bt_pos_22,BTCUSDT,long,LONG,121042.30000000002,121050.1,0.004229575998364304,0.7450949657811673,0.007276993317526559,0.40957928177056424,time_exit,300,308,volatility_breakout,MIXED,8,228.02000000000118,120700.27000000002,121612.35000000002,10239.79484078064,0.28257063852884384,0.47095106421474375,0,0.006444028244661872
bt_pos_23,BTCUSDT,long,LONG,121214.20000000001,121452.4,0.0042238429329157145,34.80418429032986,0.33989482091029727,0.40999424138587387,time_exit,316,324,volatility_breakout,MIXED,8,276.5800000000008,120799.33000000002,121905.65000000001,10274.496627122562,0.34226188020875054,0.5704364670145883,0,0.19651162982553408
bt_pos_24,BTCUSDT,long,LONG,121263.20000000001,121403.7,0.004236444620924798,20.42149847012294,0.19876110167033104,0.41121795327259847,time_exit,330,338,volatility_breakout,MIXED,8,226.73333333333528,120923.1,121830.03333333335,10294.815380626414,0.2804643123387852,0.467440520564642,0,0.11586367504732305
bt_pos_25,BTCUSDT,long,LONG,121403.70000000001,121896.21666666667,0.004239910060659771,72.67529504571787,0.7059477913776223,0.4126279057730736,take_profit,338,341,volatility_breakout,MIXED,3,197.0066666666661,121108.19000000002,121896.21666666667,10367.387727518326,0.24341103277741513,0.40568505462902926,0,0.40568505462902926
bt_pos_26,BTCUSDT,short,SHORT,112111.6,111885.4,0.00462369091490904,36.19148381579001,0.3490932015418189,0.4142771575467521,time_exit,438,446,momentum,MIXED,8,336.6533333333345,112616.58,111269.96666666667,10403.475537456841,0.4504261824824513,0.7507103041374232,0,0.20176324305425275
bt_pos_27,BTCUSDT,long,LONG,111997.20000000001,111555.62000000001,0.0046445248351998265,-72.19784333525175,-0.6939850539462518,0.4153186497875826,stop_loss,454,460,volatility_breakout,MIXED,6,294.3866666666659,111555.62000000001,112733.16666666667,10331.173659366214,0.3942777140857108,0.657129523476176,0.3942777140857108,0
bt_pos_28,BTCUSDT,long,LONG,110978.80000000002,110201.80000000002,0.004654570809634909,-126.99285347378837,-1.2292322983061077,0.41180030576701404,stop_loss,475,481,volatility_breakout,MIXED,6,518.000000000001,110201.80000000002,112273.80000000002,10204.077494155832,0.7001337192328624,1.1668895320547708,0.7001337192328624,0
bt_pos_29,BTCUSDT,long,LONG,110402.5,109810.44,0.004621307259417057,-96.17025982366165,-0.942478353295112,0.4070686632958292,stop_loss,489,491,momentum,MIXED,2,394.7066666666661,109810.44,111389.26666666666,10107.805193557228,0.5362740879961936,0.8937901466603226,0.5362740879961936,0
bt_pos_30,BTCUSDT,short,SHORT,111464.0,111772.1,0.0045341119973970195,-49.29846771563653,-0.48773160702253165,0.40487099170484836,time_exit,511,519,momentum,MIXED,8,308.88666666666785,111927.33,110691.78333333333,10058.405647789656,0.41567681045001237,0.6927946840833582,0.27641211512237657,0
bt_pos_31,BTCUSDT,long,LONG,111589.70000000001,111711.3,0.004506870099923942,18.778683705201672,0.18669829147369182,0.40255544007324656,time_exit,523,531,volatility_breakout,MIXED,8,263.56666666666666,111194.35,112248.61666666668,10077.083747438379,0.35428897111472274,0.5904816185245336,0,0.10897063080193894
bt_pos_32,BTCUSDT,long,LONG,114262.70000000001,114236.4,0.004409612125145992,-4.462084921977559,-0.04427996883927135,0.4030369607779786,time_exit,549,557,volatility_breakout,MIXED,8,727.0666666666687,113172.1,116080.36666666668,10072.520891678927,0.9544672058335797,1.5907786763892953,0.023017135075591125,0
bt_pos_33,BTCUSDT,long,LONG,114570.20000000001,115317.25000000001,0.004395785680604087,114.53129485999114,1.137078209279368,0.4042143843442353,take_profit,599,602,volatility_breakout,MIXED,3,298.8200000000002,114121.97000000002,115317.25000000001,10186.951461330002,0.39122738722634326,0.6520456453772472,0,0.6520456453772472
bt_pos_34,BTCUSDT,long,LONG,115057.20000000001,114601.34000000001,0.004426907425754321,-71.0384215070984,-0.697354180670088,0.4066708384455583,stop_loss,615,620,volatility_breakout,MIXED,5,303.9066666666651,114601.34000000001,115816.96666666667,10115.811170308289,0.39620293210681345,0.6603382201780181,0.39620293210681345,0
bt_pos_35,BTCUSDT,long,LONG,114293.20000000001,115225.45000000001,0.004425377524782003,143.98825424163945,1.423412237678144,0.4062826700913228,take_profit,625,630,volatility_breakout,MIXED,5,372.89999999999804,113733.85000000002,115225.45000000001,10259.698266438225,0.4893991943527622,0.815665323921283,0,0.815665323921283
bt_pos_36,BTCUSDT,long,LONG,115426.20000000001,115517.4,0.004444267534770365,13.775551913447092,0.1342699299004452,0.41055005753719737,time_exit,657,665,volatility_breakout,MIXED,8,392.1533333333316,114837.97000000002,116406.58333333334,10273.371221369009,0.5096156678466378,0.8493594464110672,0,0.07901152424664637
bt_pos_37,BTCUSDT,long,LONG,115443.30000000002,115102.30000000002,0.004449531164376368,-53.51548237963589,-0.5209197291391156,0.4103279328039395,stop_loss,667,670,volatility_breakout,MIXED,3,227.33333333333238,115102.30000000002,116011.63333333335,10219.753005277158,0.2953831014879165,0.49230516914652334,0.2953831014879165,0
bt_pos_38,BTCUSDT,long,LONG,114036.80000000002,113661.87000000001,0.004480901342933666,-59.208970028190244,-0.5793639248740898,0.40811811047488394,stop_loss,680,683,volatility_breakout,MIXED,3,249.95333333333448,113661.87000000001,114661.68333333335,10160.441837718914,0.3287798324751374,0.5479663874585496,0.3287798324751374,0
bt_pos_39,BTCUSDT,short,SHORT,112740.0,112900.6,0.004506138831700778,-25.735713520858297,-0.2532957846874994,0.40670714786730505,time_exit,768,776,momentum,MIXED,8,297.2999999999971,113185.95,111996.75,10134.604519779678,0.39555614688663926,0.6592602448110697,0.14245165868370216,0
bt_pos_40,BTCUSDT,long,LONG,112382.20000000001,113217.73333333334,0.004508990089079799,131.45251202295324,1.297078996073905,0.4068911453988254,take_profit,798,802,volatility_breakout,MIXED,4,334.21333333333314,111880.88,113217.73333333334,10265.955685757433,0.44608487821025655,0.743474797017077,0,0.743474797017077
bt_pos_41,BTCUSDT,short,SHORT,112500.80000000002,111625.58333333336,0.004562614526188894,139.35562877443786,1.3574676007807003,0.4090409169195389,take_profit,806,813,momentum,MIXED,7,350.0866666666659,113025.93000000002,111625.58333333336,10405.208654975013,0.46677890290558344,0.7779648381759594,0,0.7779648381759594
bt_pos_42,BTCUSDT,long,LONG,110826.70000000001,110843.2,0.004694360048154015,2.2947535988312344,0.02205411369141075,0.41623932897531835,time_exit,861,869,volatility_breakout,MIXED,8,434.7400000000014,110174.59000000001,111913.55000000002,10407.399356487294,0.5884051406384928,0.9806752343974924,0,0.014888109092831824
bt_pos_43,BTCUSDT,long,LONG,111357.70000000001,111493.2,0.004672959012482878,21.744958868059705,0.20893957822679665,0.41654924863796833,time_exit,873,881,volatility_breakout,MIXED,8,365.2066666666661,110809.89000000001,112270.71666666667,10429.040241361789,0.4919372436751097,0.8198954061251827,0,0.12167995567435878
bt_pos_44,BTCUSDT,long,LONG,111493.20000000001,110991.14000000001,0.004676984892962884,-82.60066859647304,-0.7920335208202567,0.41622235884032716,stop_loss,881,882,volatility_breakout,MIXED,1,334.7066666666661,110991.14000000001,112329.96666666667,10346.335282362901,0.45030548948276455,0.7505091491379409,0.45030548948276455,0
bt_pos_45,BTCUSDT,long,LONG,110998.70000000001,110700.0,0.004660565971656831,-49.13718351756045,-0.4749283060454552,0.41329656687222255,time_exit,885,893,volatility_breakout,MIXED,8,328.49333333333294,110505.96,111819.93333333335,10297.094635492518,0.4439151089156947,0.7398585148594867,0.26910225074709127,0
bt_pos_46,BTCUSDT,long,LONG,111422.30000000002,111470.9,0.0046207512479514955,7.447924259937767,0.07233107010838813,0.4119736128239609,time_exit,907,915,volatility_breakout,MIXED,8,470.47333333333466,110716.59000000001,112598.48333333335,10304.4395888061,0.63336513426846,1.0556085571140912,0,0.04361783951684421
bt_pos_47,BTCUSDT,short,SHORT,108441.80000000002,108929.76000000001,0.0047511382090697956,-81.5558939471305,-0.7914715672924335,0.4131049297124431,stop_loss,968,971,momentum,MIXED,3,325.3066666666661,108929.76000000001,107628.53333333335,10222.780650463083,0.44997408748286344,0.749956812471448,0.44997408748286344,0
bt_pos_48,BTCUSDT,long,LONG,108981.20000000001,108770.4,0.004690157866890382,-35.01250049382729,-0.34249830666911024,0.4085157519071871,time_exit,973,981,volatility_breakout,MIXED,8,314.6199999999992,108509.27000000002,109767.75000000001,10187.66592216275,0.43303799187382136,0.7217299864563822,0.1934278572818224,0
bt_pos_49,BTCUSDT,short,SHORT,108770.4,108103.73333333334,0.0046831058459667115,108.86621193056075,1.068618675124903,0.406257808660919,take_profit,981,985,momentum,MIXED,4,266.6666666666657,109170.4,108103.73333333334,10296.430257434089,0.3677471076689982,0.6129118461149881,0,0.6129118461149881
bt_pos_50,BTCUSDT,long,LONG,107364.20000000001,106856.91000000002,0.004795094760373611,-85.5485109434954,-0.8308643316006786,0.4108842088489677,stop_loss,1045,1050,volatility_breakout,MIXED,5,338.19333333333293,106856.91000000002,108209.68333333335,10210.77878218802,0.47249455591341766,0.7874909265223763,0.47249455591341766,0
bt_pos_51,BTCUSDT,short,SHORT,106929.70000000001,106783.0,0.004774528864379129,24.106667472222824,0.23609275115587688,0.4081509819337591,time_exit,1051,1059,momentum,MIXED,8,276.10666666666606,107343.86000000002,106239.43333333335,10234.78334187242,0.38731989335049427,0.645533155584148,0,0.1371929407825998
bt_pos_52,BTCUSDT,short,SHORT,106938.6,106614.1,0.0047853550270306605,53.940899524908346,0.5270403596978276,0.4087701945923882,time_exit,1065,1073,momentum,MIXED,8,241.51333333333508,107300.87000000001,106334.81666666667,10288.62189356391,0.338764487285231,0.5646074788087183,0,0.30344515450922305
bt_pos_53,BTCUSDT,long,LONG,106755.4,107362.33333333333,0.004818782887593467,101.95108387245888,0.9909208876386971,0.41271474772678723,take_profit,1079,1084,momentum,MIXED,5,242.7733333333337,106391.23999999999,107362.33333333333,10390.470091217432,0.34111623393290036,0.5685270565548294,0,0.5685270565548294
bt_pos_54,BTCUSDT,long,LONG,106658.80000000002,107014.4,0.004870892083549332,60.206811232512365,0.5794484058766107,0.4163116393386614,time_exit,1090,1098,volatility_breakout,MIXED,8,275.2333333333324,106245.95000000001,107346.88333333335,10450.572997749032,0.38707542181236404,0.6451257030205931,0,0.33339958821960936
bt_pos_55,BTCUSDT,long,LONG,106836.70000000001,106943.1,0.004890909676987885,17.795516560076074,0.1702843903473455,0.41823107702581386,time_exit,1101,1109,volatility_breakout,MIXED,8,223.7266666666663,106501.11000000002,107396.01666666668,10468.26400857913,0.3141149062073206,0.5235248436788722,0,0.0995912453304849
bt_pos_56,BTCUSDT,long,LONG,106836.70000000001,106893.2,0.004899189140332456,9.269305242987201,0.08854761333273554,0.41884128201773674,time_exit,1111,1119,volatility_breakout,MIXED,8,183.51999999999921,106561.42000000001,107295.50000000001,10477.428631182032,0.2576642670542976,0.4294404450905006,0,0.05288444888318849
bt_pos_57,BTCUSDT,long,LONG,106893.20000000001,106631.78000000001,0.004900886413346233,-45.260225085550545,-0.4319826866453329,0.41858466935681055,stop_loss,1119,1122,volatility_breakout,MIXED,3,174.2799999999998,106631.78000000001,107328.90000000001,10432.06363181017,0.24456186174611505,0.4076031029101917,0.24456186174611505,0
bt_pos_58,BTCUSDT,long,LONG,106601.30000000002,106792.4,0.004893028336338379,32.30936345923682,0.3097151982238821,0.4176565683584365,time_exit,1123,1131,volatility_breakout,MIXED,8,193.38666666666492,106311.22000000002,107084.76666666668,10464.26867463309,0.2721167565498748,0.4535279275831156,0,0.17926610651087432
bt_pos_59,BTCUSDT,long,LONG,106792.4,107207.58333333333,0.0048993508314417,70.7751239293502,0.6763571720901815,0.41938439850907056,take_profit,1131,1136,momentum,MIXED,5,166.07333333333276,106543.29,107207.58333333333,10534.939155875692,0.23326566309962185,0.3887761051660365,0,0.3887761051660365
bt_pos_60,BTCUSDT,long,LONG,107065.20000000001,107016.9,0.004919870861809296,-8.738344206221598,-0.08294714816329797,0.42130251432997756,time_exit,1144,1152,volatility_breakout,MIXED,8,164.02000000000118,106819.17000000001,107475.25000000001,10526.095462277912,0.2297945550935307,0.382990925155889,0.04511269768329715,0
bt_pos_61,BTCUSDT,long,LONG,107024.80000000002,106789.85000000002,0.004917596417969438,-40.85920640684644,-0.3881744674406952,0.4205816627797558,stop_loss,1153,1154,volatility_breakout,MIXED,1,156.63333333333333,106789.85000000002,107416.38333333335,10485.130994916442,0.2195285578669589,0.36588092977826486,0.2195285578669589,0
bt_pos_62,BTCUSDT,long,LONG,106756.80000000002,106791.8,0.004910755565414307,5.59620157725545,0.05337327251842737,0.41947399037457345,time_exit,1156,1164,volatility_breakout,MIXED,8,155.30666666666608,106523.84000000003,107145.06666666668,10490.622345183749,0.2182156078113917,0.36369267968566193,0,0.032784796846650935
bt_pos_63,BTCUSDT,long,LONG,107084.2,106923.1,0.0048983054200263665,-28.038404357823257,-0.2672737977031771,0.4193092470060835,time_exit,1165,1173,momentum,MIXED,8,154.62000000000117,106852.26999999999,107470.75,10462.479034602473,0.21658657392968111,0.3609776232161261,0.1504423621785392,0
bt_pos_64,BTCUSDT,short,SHORT,106846.1,106733.3,0.004896050971725909,18.911330984810135,0.18075563198229808,0.41827825156425463,time_exit,1175,1183,momentum,MIXED,8,149.45333333333548,107070.28000000001,106472.46666666667,10481.285740796937,0.20981580048313186,0.34969300080520616,0,0.10557240741590278
bt_pos_65,BTCUSDT,long,LONG,106733.30000000002,106525.64000000001,0.004910035453226376,-36.10547226004221,-0.3444790478122211,0.4188435824469907,stop_loss,1183,1185,volatility_breakout,MIXED,2,138.43999999999943,106525.64000000001,107079.40000000002,10445.075455679487,0.19455971098055008,0.32426618496758347,0.19455971098055008,0
bt_pos_66,BTCUSDT,long,LONG,107767.20000000001,107772.9,0.004846129182014326,0.5489887044071816,0.005256009845774841,0.41781406740171445,time_exit,1198,1206,volatility_breakout,MIXED,8,515.3466666666665,106994.18000000001,109055.56666666668,10445.519993629337,0.717305451009216,1.1955090850153556,0,0.005289178896716753
bt_pos_67,BTCUSDT,long,LONG,108309.80000000002,109050.95000000001,0.004822056726920989,124.66610666382877,1.1935006913336632,0.41925034668243666,take_profit,1214,1220,volatility_breakout,MIXED,6,296.4600000000006,107865.11000000002,109050.95000000001,10570.081645093229,0.4105722658522149,0.6842871097536826,0,0.6842871097536826
bt_pos_68,BTCUSDT,long,LONG,109036.30000000002,108850.0,0.004847047104997707,-32.027612711993974,-0.3030055402286479,0.42244206385346483,time_exit,1223,1231,volatility_breakout,MIXED,8,324.33333333332945,108549.80000000002,109847.13333333335,10537.948331564783,0.4461816844482066,0.7436361407470066,0.17086052993362527,0
bt_pos_69,BTCUSDT,long,LONG,108821.80000000002,109004.2,0.004841836990182473,30.488416151632062,0.2893231213472383,0.42187119368939496,time_exit,1232,1240,volatility_breakout,MIXED,8,315.44666666666456,108348.63000000002,109610.41666666669,10568.3313682331,0.43481177484658234,0.7246862914109751,0,0.16761347450600853
bt_pos_70,BTCUSDT,long,LONG,109224.80000000002,108901.30000000002,0.004837880851341956,-55.19901317226646,-0.5223110748953252,0.42210723294716035,stop_loss,1242,1244,volatility_breakout,MIXED,2,215.6666666666657,108901.30000000002,109763.96666666667,10513.026671747151,0.29617815734155606,0.4936302622359179,0.29617815734155606,0
bt_pos_71,BTCUSDT,long,LONG,108586.20000000001,108260.20000000001,0.004840866828265079,-55.65418032834003,-0.5293883351906268,0.41988981783548024,stop_loss,1247,1248,volatility_breakout,MIXED,1,217.33333333333334,108260.20000000001,109129.53333333334,10457.267361152093,0.30022231185914966,0.5003705197652449,0.30022231185914966,0
bt_pos_72,BTCUSDT,long,LONG,111126.20000000001,110695.74000000002,0.004705131355680341,-71.30546006392296,-0.6818815151513762,0.41748054610873736,stop_loss,1279,1285,volatility_breakout,MIXED,6,286.97333333333273,110695.74000000002,111843.63333333335,10385.857328414559,0.38736139632237204,0.6456023272039665,0.38736139632237204,0
bt_pos_73,BTCUSDT,long,LONG,110765.20000000001,110697.6,0.004688231199155762,-11.507662540568445,-0.1108023849592139,0.4153075233649572,time_exit,1293,1301,volatility_breakout,MIXED,8,271.3933333333329,110358.11000000002,111443.68333333335,10374.245807300706,0.36752517938846896,0.6125419656474571,0.061029998591620664,0
bt_pos_74,BTCUSDT,long,LONG,110729.9,111038.9,0.004684482604653624,50.24713053498699,0.4843497440166316,0.4155488343419635,time_exit,1322,1330,momentum,MIXED,8,481.9533333333355,110006.96999999999,111934.78333333333,10424.389195377618,0.6528769555467924,1.0881282592446406,0,0.2790574180957447
bt_pos_75,BTCUSDT,long,LONG,111037.20000000001,110525.90000000001,0.004694097651677824,-84.41924005656436,-0.8098324292692418,0.4160155309633836,stop_loss,1331,1335,volatility_breakout,MIXED,4,340.8666666666667,110525.90000000001,111889.36666666668,10339.8657114291,0.4604763088406434,0.7674605147344057,0.4604763088406434,0
bt_pos_76,BTCUSDT,short,SHORT,110607.30000000002,110110.0,0.004674133493643321,80.94296567378908,0.7828319764546801,0.4126648498226085,time_exit,1336,1344,momentum,MIXED,8,271.09333333333393,111013.94000000002,109929.56666666668,10420.705278445774,0.36764300367154734,0.6127383394525833,0,0.44960866054954546
bt_pos_77,BTCUSDT,long,LONG,109422.20000000001,108939.80000000002,0.00476169610848885,-80.81238648998152,-0.7755059994747385,0.41590939425673695,stop_loss,1358,1360,volatility_breakout,MIXED,2,321.6,108939.80000000002,110226.20000000001,10339.78868490301,0.4408611780790316,0.7347686301317282,0.4408611780790316,0
bt_pos_78,BTCUSDT,short,SHORT,108570.30000000002,109311.96000000002,0.004761794286698576,-124.02213647388727,-1.1994768992594527,0.4150042003363896,stop_loss,1398,1400,momentum,MIXED,2,494.4399999999975,109311.96000000002,107334.20000000003,10215.663150542272,0.6831149955374568,1.1385249925624146,0.6831149955374568,0
bt_pos_79,BTCUSDT,long,LONG,108436.30000000002,108002.14000000001,0.004710444357905181,-71.98583677639726,-0.7046684643095584,0.4078084914127197,stop_loss,1458,1461,volatility_breakout,MIXED,3,289.4400000000004,108002.14000000001,109159.90000000002,10143.57515713437,0.40038252872885133,0.6673042145480855,0.40038252872885133,0
bt_pos_80,BTCUSDT,long,LONG,107936.70000000001,108171.2,0.004698853660124114,38.15965765670757,0.37619910796698447,0.4061837587586944,time_exit,1467,1475,volatility_breakout,MIXED,8,260.6799999999988,107545.68000000001,108588.40000000001,10181.633379039507,0.3622678847880323,0.6037798079800448,0,0.21725696635156105
bt_pos_81,BTCUSDT,long,LONG,107987.8,107644.4,0.004714251692802107,-57.06720888133903,-0.5604972938489183,0.4066177855490571,time_exit,1515,1523,momentum,MIXED,8,501.31999999999823,107235.82,109241.1,10124.464353824378,0.6963564402645446,1.1605940671075834,0.3179988850592463,0
bt_pos_82,BTCUSDT,long,LONG,107647.80000000002,108099.9,0.004702587676582511,74.00556711029112,0.7309651610893172,0.4058289901084083,time_exit,1536,1544,volatility_breakout,MIXED,8,445.54000000000036,106979.49000000002,108761.65000000002,10198.368676291131,0.6208301516612486,1.0347169194354233,0,0.41998071488685945
bt_pos_83,BTCUSDT,short,SHORT,109228.6,109788.3,0.004668360061509134,-91.85981932443491,-0.9007395285225311,0.4089798995022159,stop_loss,1567,1569,momentum,MIXED,2,373.13333333333236,109788.3,108295.76666666668,10106.406873279933,0.5124115845117461,0.8540193075195768,0.5124115845117461,0
bt_pos_84,BTCUSDT,long,LONG,109542.6,109033.16,0.004613003011285077,-82.6550051480474,-0.817855769540568,0.40331625562956974,stop_loss,1576,1582,momentum,MIXED,6,339.6266666666653,109033.16,110391.66666666667,10023.650804063152,0.46506108125971296,0.7751018020995171,0.46506108125971296,0
bt_pos_85,BTCUSDT,long,LONG,110472.30000000002,109743.48000000001,0.004536725859814249,-116.1256023897909,-1.1585276255868244,0.39962344954606627,stop_loss,1610,1616,volatility_breakout,MIXED,6,485.88000000000176,109743.48000000001,111687.00000000003,9907.42496516532,0.6597309913887979,1.0995516523146631,0.6597309913887979,0
bt_pos_86,BTCUSDT,short,SHORT,109852.1,109814.8,0.0045094381287045585,5.490841759234528,0.055422036376831504,0.3962297177897326,time_exit,1616,1624,momentum,MIXED,8,464.06666666666763,110548.20000000001,108691.93333333333,9912.816732674903,0.6336701801786272,1.0561169669643744,0,0.03395474460661463
bt_pos_87,BTCUSDT,long,LONG,109954.70000000001,110329.7,0.004507682133039744,58.766139174517384,0.5928358046616284,0.3971888216269521,time_exit,1626,1634,volatility_breakout,MIXED,8,321.63999999999845,109472.24000000002,110758.8,9971.483743682093,0.438780697869206,0.7313011631153477,0,0.34104954131109033
bt_pos_88,BTCUSDT,long,LONG,110446.30000000002,111115.41666666669,0.004514177362067399,105.31782826943258,1.0562007035811192,0.40006755427098317,take_profit,1644,1650,volatility_breakout,MIXED,6,267.6466666666655,110044.83000000002,111115.41666666669,10076.701857114089,0.3634979170873095,0.6058298618121825,0,0.6058298618121825
